sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
The broken unicycle was orange.,The broke unicycle was orange.,morphology,irregular_forms,irregular_past_participle_adjectives,513,p64,irregular_past_participle_adjectives,target
Deanna is described by the teachers.,Deanna is described by the cups.,syntax,s-selection,animate_subject_passive,660,p64,animate_subject_passive,target
Christine's partner was bound to annoy the museum.,Christine's partner was pleasant to annoy the museum.,syntax_semantics,control_raising,tough_vs_raising_2,740,p64,tough_vs_raising_2,target
Beth hugged that nice child.,Beth hugged that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,678,p64,determiner_noun_agreement_with_adj_irregular_1,target
Irene has imagined herself cleaning many reports.,Irene has imagined herself cleaned many reports.,syntax/semantics,binding,principle_A_case_2,513,p64,principle_A_case_2,target
Should the broccoli ever blacken?,The broccoli should ever blacken.,semantics,npi_licensing,matrix_question_npi_licensor_present,626,p64,matrix_question_npi_licensor_present,target
Most pedestrians criticize these bad men.,Most pedestrians criticize these bad man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,521,p64,determiner_noun_agreement_with_adj_irregular_1,target
Carrie remembers ladies that Ronald forgets that will scan a lot of pamphlets.,Carrie remembers forgets that a scan of ladies will Ronald lot that pamphlets.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,737,p64,wh_questions_subject_gap_long_distance,filler
Those banks describe Eric.,Those banks describes Eric.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,411,p64,regular_plural_subject_verb_agreement_1,target
There hadn't appeared to be a picture irritating Angela.,There hadn't intended to be a picture irritating Angela.,syntax_semantics,control_raising,existential_there_subject_raising,737,p64,existential_there_subject_raising,target
Some waiters hug this content alumnus.,Some waiters hug these content alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,678,p64,determiner_noun_agreement_with_adj_irregular_2,target
Those girls exit this brown oasis.,Those girls exit this brown oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,740,p64,determiner_noun_agreement_with_adj_irregular_1,target
Elizabeth explores all restaurants.,Elizabeth explore all restaurants.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,513,p64,regular_plural_subject_verb_agreement_1,target
Which schools should Stacey go to and Roger stun?,Which should Stacey go to schools and Roger stun?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,513,p64,coordinate_structure_constraint_complex_left_branch,target
Could all shirts ever tighten?,All shirts could ever tighten.,semantics,npi_licensing,matrix_question_npi_licensor_present,660,p64,matrix_question_npi_licensor_present,target
Which chairs did Carlos like and every actress break?,Which did Carlos like chairs and every actress break?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,411,p64,coordinate_structure_constraint_complex_left_branch,target
Lawrence isn't questioning that nice woman.,Lawrence isn't questioning those nice woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,859,p64,determiner_noun_agreement_with_adj_irregular_2,target
The forgotten senator isn't confident.,The forgot senator isn't confident.,morphology,irregular_forms,irregular_past_participle_adjectives,136,p64,irregular_past_participle_adjectives,target
Katherine is imagining herself helping most adults.,Katherine is imagining herself helps most adults.,syntax/semantics,binding,principle_A_case_2,136,p64,principle_A_case_2,target
Bill passes that rough oasis.,Bill passes those rough oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,740,p64,determiner_noun_agreement_with_adj_irregular_2,target
Victoria is wearing all scarves.,Victoria were wearing all scarves.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,660,p64,regular_plural_subject_verb_agreement_1,target
That adult isn't visited by the ladies.,That adult isn't visited by the bicycle.,syntax,s-selection,animate_subject_passive,136,p64,animate_subject_passive,target
The broken mirrors were purple.,The broke mirrors were purple.,morphology,irregular_forms,irregular_past_participle_adjectives,626,p64,irregular_past_participle_adjectives,target
A museum forgets about itself listening to this senator.,A museum forgets about itself listens to this senator.,syntax/semantics,binding,principle_A_case_2,740,p64,principle_A_case_2,target
Each legislature did reference at most three senators.,Each reference at legislature three most did senators.,semantics,quantifiers,superlative_quantifiers_2,737,p64,superlative_quantifiers_2,filler
The taken glaciers aren't rough.,The took glaciers aren't rough.,morphology,irregular_forms,irregular_past_participle_adjectives,660,p64,irregular_past_participle_adjectives,target
Should Samantha ever remember what won't alarm many associations?,Samantha should ever remember what won't alarm many associations.,semantics,npi_licensing,matrix_question_npi_licensor_present,411,p64,matrix_question_npi_licensor_present,target
Cheryl wasn't cured by the teachers.,Cheryl wasn't cured by the snake.,syntax,s-selection,animate_subject_passive,521,p64,animate_subject_passive,target
Phillip discovers these busy women.,Phillip discovers this busy women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,411,p64,determiner_noun_agreement_with_adj_irregular_2,target
Stacy isn't boasting about Russell.,Stacy aren't boasting about Russell.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,859,p64,regular_plural_subject_verb_agreement_1,target
Steps are climbed down by the alumni.,Steps are climbed down by the rice.,syntax,s-selection,animate_subject_passive,740,p64,animate_subject_passive,target
There proved to be a lady proposing to irritate Tina.,There neglected to be a lady proposing to irritate Tina.,syntax_semantics,control_raising,existential_there_subject_raising,513,p64,existential_there_subject_raising,target
Diane respected those unemployed alumni.,Diane respected those unemployed alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,513,p64,determiner_noun_agreement_with_adj_irregular_1,target
Who is Colleen watching without approaching Allison?,Who is approaching without watching Colleen Allison?,syntax,island_effects,adjunct_island,859,p64,adjunct_island,filler
The girls think about themselves dropping by a grocery store.,The girls think about themselves drop by a grocery store.,syntax/semantics,binding,principle_A_case_2,521,p64,principle_A_case_2,target
Who weren't Brenda's mothers who are upsetting all students questioning?,Who are all mothers Brenda's upsetting weren't students who questioning?,syntax,island_effects,complex_NP_island,737,p64,complex_NP_island,filler
Wayne's students went to the grocery store.,Wayne's went grocery the students to store.,syntax,argument_structure,transitive,859,p64,transitive,filler
Dan will forget about himself wearing every sock.,Dan will forget about himself wears every sock.,syntax/semantics,binding,principle_A_case_2,737,p64,principle_A_case_2,target
The known dancers weren't unemployed.,The knew dancers weren't unemployed.,morphology,irregular_forms,irregular_past_participle_adjectives,740,p64,irregular_past_participle_adjectives,target
That woman took at most six sweaters.,That most took at woman six sweaters.,semantics,quantifiers,superlative_quantifiers_2,859,p64,superlative_quantifiers_2,filler
That play wasn't argued about by some offspring.,That play wasn't argued about by some dogs.,syntax,s-selection,animate_subject_passive,411,p65,animate_subject_passive,target
Christine's partner was bound to annoy the museum.,Christine's partner was pleasant to annoy the museum.,syntax_semantics,control_raising,tough_vs_raising_2,740,p65,tough_vs_raising_2,target
Actresses discuss this popular person.,Actresses discuss these popular person.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,737,p65,determiner_noun_agreement_with_adj_irregular_2,target
Those girls exit this brown oasis.,Those girls exit this brown oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,740,p65,determiner_noun_agreement_with_adj_irregular_1,target
Craig's handymen were sure to flirt.,Craig's handymen were hard to flirt.,syntax_semantics,control_raising,tough_vs_raising_2,859,p65,tough_vs_raising_2,target
Jerry isn't cleaning those hard teeth.,Jerry isn't cleaning those hard tooth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,136,p65,determiner_noun_agreement_with_adj_irregular_1,target
Which pedestrians has Tiffany alarmed and Chad listened to?,Which has Tiffany alarmed pedestrians and Chad listened to?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,678,p65,coordinate_structure_constraint_complex_left_branch,target
The associations forget about themselves firing Carol.,The associations forget about themselves fire Carol.,syntax/semantics,binding,principle_A_case_2,411,p65,principle_A_case_2,target
Carol hadn't investigated that a waiter should conceal that shirt.,Carol hadn't investigated what a waiter should conceal that shirt.,syntax,filler_gap_dependency,wh_vs_that_no_gap,660,p65,wh_vs_that_no_gap,target
Phillip discovers these busy women.,Phillip discovers this busy women.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,411,p65,determiner_noun_agreement_with_adj_irregular_2,target
The girls think about themselves dropping by a grocery store.,The girls think about themselves drop by a grocery store.,syntax/semantics,binding,principle_A_case_2,521,p65,principle_A_case_2,target
Alexander has known Sarah.,Alexander known has Sarah.,syntax,s-selection,animate_subject_trans,737,p65,animate_subject_trans,filler
Karla didn't imagine herself praising Pamela.,Karla didn't imagine herself praises Pamela.,syntax/semantics,binding,principle_A_case_2,626,p65,principle_A_case_2,target
The known waitresses weren't clever.,The knew waitresses weren't clever.,morphology,irregular_forms,irregular_past_participle_adjectives,411,p65,irregular_past_participle_adjectives,target
Elizabeth explores all restaurants.,Elizabeth explore all restaurants.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,513,p65,regular_plural_subject_verb_agreement_1,target
There does turn out to be a mouth scaring the committee.,There does bother to be a mouth scaring the committee.,syntax_semantics,control_raising,existential_there_subject_raising,521,p65,existential_there_subject_raising,target
Debra forgets about herself finding Tiffany.,Debra forgets about herself finds Tiffany.,syntax/semantics,binding,principle_A_case_2,660,p65,principle_A_case_2,target
Lawrence remembered that students see Heather.,Lawrence remembered who students see Heather.,syntax,filler_gap_dependency,wh_vs_that_no_gap,521,p65,wh_vs_that_no_gap,target
Victoria isn't imagining herself questioning Karen.,Victoria isn't imagining herself questions Karen.,syntax/semantics,binding,principle_A_case_2,859,p65,principle_A_case_2,target
Keith was apt to find out who is getting a job.,Keith was tough to find out who is getting a job.,syntax_semantics,control_raising,tough_vs_raising_2,737,p65,tough_vs_raising_2,target
Carl hasn't found that lost child.,Carl hasn't found that lost children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,859,p65,determiner_noun_agreement_with_adj_irregular_1,target
Kristin leaves Monica.,Kristin leave Monica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,521,p65,regular_plural_subject_verb_agreement_1,target
There are apt to be a lot of fathers of Michael discovering what shrink.,There are unable to be a lot of fathers of Michael discovering what shrink.,syntax_semantics,control_raising,existential_there_subject_raising,678,p65,existential_there_subject_raising,target
Which offspring is Edward working with and all gates impressing?,Which is Edward working with offspring and all gates impressing?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,660,p65,coordinate_structure_constraint_complex_left_branch,target
Sara hasn't impressed the Lutherans.,Sara haven't impressed the Lutherans.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,136,p65,regular_plural_subject_verb_agreement_1,target
Marla shouldn't figure out that many museums insult the plays.,Marla shouldn't figure out what many museums insult the plays.,syntax,filler_gap_dependency,wh_vs_that_no_gap,411,p65,wh_vs_that_no_gap,target
Phillip isn't confusing himself.,Phillip confusing isn't himself.,morphology,anaphor_agreement,anaphor_gender_agreement,737,p65,anaphor_gender_agreement,filler
There hadn't appeared to be a picture irritating Angela.,There hadn't intended to be a picture irritating Angela.,syntax_semantics,control_raising,existential_there_subject_raising,737,p65,existential_there_subject_raising,target
Elaine can figure out that the child can embarrass Steven.,Elaine can figure out who the child can embarrass Steven.,syntax,filler_gap_dependency,wh_vs_that_no_gap,513,p65,wh_vs_that_no_gap,target
Kenneth wasn't discovered by the teenager.,Kenneth wasn't discovered by the wheelbarrow.,syntax,s-selection,animate_subject_passive,626,p65,animate_subject_passive,target
The broken unicycle was orange.,The broke unicycle was orange.,morphology,irregular_forms,irregular_past_participle_adjectives,513,p65,irregular_past_participle_adjectives,target
All students' bosses were about to shout.,All students' bosses were annoying to shout.,syntax_semantics,control_raising,tough_vs_raising_2,136,p65,tough_vs_raising_2,target
It's himself who every boy was thinking about.,It's boy every thinking himself was who about.,syntax_semantics,binding,principle_A_reconstruction,859,p65,principle_A_reconstruction,filler
All waiters weren't arguing about Dana.,All waiters wasn't arguing about Dana.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,737,p65,regular_plural_subject_verb_agreement_1,target
Lawrence isn't questioning that nice woman.,Lawrence isn't questioning those nice woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,859,p65,determiner_noun_agreement_with_adj_irregular_2,target
Andrew had approached that small man.,Andrew had approached that small men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,737,p65,determiner_noun_agreement_with_adj_irregular_1,target
All customers conceal most students.,All customers conceals most students.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,678,p65,regular_plural_subject_verb_agreement_1,target
Boys think about themselves running around the Great Lakes.,Boys think about themselves ran around the Great Lakes.,syntax/semantics,binding,principle_A_case_2,678,p65,principle_A_case_2,target
Victoria is wearing all scarves.,Victoria were wearing all scarves.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,660,p65,regular_plural_subject_verb_agreement_1,target
Connie forgot that the steps worry Elizabeth.,Connie forgot who the steps worry Elizabeth.,syntax,filler_gap_dependency,wh_vs_that_no_gap,678,p65,wh_vs_that_no_gap,target
The known dancers weren't unemployed.,The knew dancers weren't unemployed.,morphology,irregular_forms,irregular_past_participle_adjectives,740,p65,irregular_past_participle_adjectives,target
Brian talks to one grandson of and some person's grandfather talks to a lot serious grandson of.,Brian serious talks of person's talks some to a one and grandfather to grandson grandson lot of.,syntax,ellipsis,ellipsis_n_bar_2,737,p65,ellipsis_n_bar_2,filler
The taken glaciers aren't rough.,The took glaciers aren't rough.,morphology,irregular_forms,irregular_past_participle_adjectives,660,p65,irregular_past_participle_adjectives,target
Tara isn't admiring herself.,Tara admiring isn't herself.,morphology,anaphor_agreement,anaphor_gender_agreement,859,p65,anaphor_gender_agreement,filler
There is apt to be a glacier annoying Mark.,There is reluctant to be a glacier annoying Mark.,syntax_semantics,control_raising,existential_there_subject_raising,859,p65,existential_there_subject_raising,target
A waiter brought those purple teeth.,A waiter brought that purple teeth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,513,p65,determiner_noun_agreement_with_adj_irregular_2,target
The worn sock isn't smooth.,The wore sock isn't smooth.,morphology,irregular_forms,irregular_past_participle_adjectives,521,p65,irregular_past_participle_adjectives,target
Bill passes that rough oasis.,Bill passes those rough oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,740,p65,determiner_noun_agreement_with_adj_irregular_2,target
Adam wouldn't find out that all fungi disgusted Rhonda.,Adam wouldn't find out who all fungi disgusted Rhonda.,syntax,filler_gap_dependency,wh_vs_that_no_gap,136,p65,wh_vs_that_no_gap,target
There isn't soon to be a cashier donating.,There isn't willing to be a cashier donating.,syntax_semantics,control_raising,existential_there_subject_raising,411,p65,existential_there_subject_raising,target
Emily was hired by some students.,Emily was hired by some diagnosis.,syntax,s-selection,animate_subject_passive,513,p65,animate_subject_passive,target
Eva has exited those smooth oases.,Eva has exited that smooth oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,136,p65,determiner_noun_agreement_with_adj_irregular_2,target
Steps are climbed down by the alumni.,Steps are climbed down by the rice.,syntax,s-selection,animate_subject_passive,740,p65,animate_subject_passive,target
A museum forgets about itself listening to this senator.,A museum forgets about itself listens to this senator.,syntax/semantics,binding,principle_A_case_2,740,p65,principle_A_case_2,target
Diane respected those unemployed alumni.,Diane respected those unemployed alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,513,p65,determiner_noun_agreement_with_adj_irregular_1,target
Those banks describe Eric.,Those banks describes Eric.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,411,p65,regular_plural_subject_verb_agreement_1,target
Who are those waiters' employees who are referencing many documentaries about Galileo irritating?,Who are who are Galileo employees about those documentaries referencing many waiters' irritating?,syntax,island_effects,complex_NP_island,859,p65,complex_NP_island,filler
There is soon to be an eggplant upsetting Monica.,There is happy to be an eggplant upsetting Monica.,syntax_semantics,control_raising,existential_there_subject_raising,660,p65,existential_there_subject_raising,target
Katherine was cleaning this orange tooth.,Katherine was cleaning these orange tooth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,660,p65,determiner_noun_agreement_with_adj_irregular_2,target
Martin isn't bound to slump over.,Martin isn't fun to slump over.,syntax_semantics,control_raising,tough_vs_raising_2,678,p65,tough_vs_raising_2,target
The forgotten senator isn't confident.,The forgot senator isn't confident.,morphology,irregular_forms,irregular_past_participle_adjectives,136,p65,irregular_past_participle_adjectives,target
Deanna is described by the teachers.,Deanna is described by the cups.,syntax,s-selection,animate_subject_passive,660,p65,animate_subject_passive,target
What children has Laura remembered and Marcus aggravated?,What has Laura remembered children and Marcus aggravated?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,740,p65,coordinate_structure_constraint_complex_left_branch,target
Carolyn will investigate that many boys hadn't worn this blouse.,Carolyn will investigate what many boys hadn't worn this blouse.,syntax,filler_gap_dependency,wh_vs_that_no_gap,859,p65,wh_vs_that_no_gap,target
Beth hugged that nice child.,Beth hugged that nice children.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,678,p65,determiner_noun_agreement_with_adj_irregular_1,target
What alumni has Scott impressed and Stephen discussed?,What has Scott impressed alumni and Stephen discussed?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,737,p65,coordinate_structure_constraint_complex_left_branch,target
Katherine is imagining herself helping most adults.,Katherine is imagining herself helps most adults.,syntax/semantics,binding,principle_A_case_2,136,p65,principle_A_case_2,target
It's himself who Theodore wouldn't talk about.,It's wouldn't talk Theodore himself who about.,syntax_semantics,binding,principle_A_reconstruction,737,p65,principle_A_reconstruction,filler
Carol is certain to conceal Sandra.,Carol is pleasant to conceal Sandra.,syntax_semantics,control_raising,tough_vs_raising_2,626,p65,tough_vs_raising_2,target
Whose committees is Paula astounding and Wendy impressing?,Whose is Paula astounding committees and Wendy impressing?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,136,p65,coordinate_structure_constraint_complex_left_branch,target
Christine praises every movie.,Christine praise every movie.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,626,p65,regular_plural_subject_verb_agreement_1,target
The mushroom isn't bought by some men.,The mushroom isn't bought by some plane.,syntax,s-selection,animate_subject_passive,737,p65,animate_subject_passive,target
Anna conceals that some guest did clean some hospital.,Anna conceals what some guest did clean some hospital.,syntax,filler_gap_dependency,wh_vs_that_no_gap,737,p65,wh_vs_that_no_gap,target
Debra hadn't hugged these content children.,Debra hadn't hugged these content child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,660,p65,determiner_noun_agreement_with_adj_irregular_1,target
Dan will forget about himself wearing every sock.,Dan will forget about himself wears every sock.,syntax/semantics,binding,principle_A_case_2,737,p65,principle_A_case_2,target
Which schools should Stacey go to and Roger stun?,Which should Stacey go to schools and Roger stun?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,513,p65,coordinate_structure_constraint_complex_left_branch,target
Tina might confuse this exposed child.,Tina might confuse these exposed child.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,521,p65,determiner_noun_agreement_with_adj_irregular_2,target
Cheryl wasn't cured by the teachers.,Cheryl wasn't cured by the snake.,syntax,s-selection,animate_subject_passive,521,p65,animate_subject_passive,target
Stacy isn't boasting about Russell.,Stacy aren't boasting about Russell.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,859,p65,regular_plural_subject_verb_agreement_1,target
There are soon to be no pies vanishing.,There are unhappy to be no pies vanishing.,syntax_semantics,control_raising,existential_there_subject_raising,740,p65,existential_there_subject_raising,target
The forgotten movies were important.,The forgot movies were important.,morphology,irregular_forms,irregular_past_participle_adjectives,737,p65,irregular_past_participle_adjectives,target
There is soon to be a daughter of Donald declaring those scarves to crumple.,There is happy to be a daughter of Donald declaring those scarves to crumple.,syntax_semantics,control_raising,existential_there_subject_raising,136,p65,existential_there_subject_raising,target
Wendy's piano teachers hadn't run around one cafe and Karla hadn't run around four hidden cafe.,Wendy's hidden piano run cafe run hadn't hadn't teachers one four around and Karla around cafe.,syntax,ellipsis,ellipsis_n_bar_2,859,p65,ellipsis_n_bar_2,filler
Every organization realized that every pedestrian hadn't passed most rivers.,Every organization realized what every pedestrian hadn't passed most rivers.,syntax,filler_gap_dependency,wh_vs_that_no_gap,740,p65,wh_vs_that_no_gap,target
Travis isn't about to chuckle.,Travis isn't easy to chuckle.,syntax_semantics,control_raising,tough_vs_raising_2,411,p65,tough_vs_raising_2,target
That adult isn't visited by the ladies.,That adult isn't visited by the bicycle.,syntax,s-selection,animate_subject_passive,136,p65,animate_subject_passive,target
Kristin wasn't kissing those small men.,Kristin wasn't kissing that small men.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,626,p65,determiner_noun_agreement_with_adj_irregular_2,target
The broken mirrors were purple.,The broke mirrors were purple.,morphology,irregular_forms,irregular_past_participle_adjectives,626,p65,irregular_past_participle_adjectives,target
Many actresses conceal these long analyses.,Many actresses conceal these long analysis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,626,p65,determiner_noun_agreement_with_adj_irregular_1,target
Which movie theaters had every teacher passed and Mitchell noticed?,Which had every teacher passed movie theaters and Mitchell noticed?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,626,p65,coordinate_structure_constraint_complex_left_branch,target
Some waiters hug this content alumnus.,Some waiters hug these content alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,678,p65,determiner_noun_agreement_with_adj_irregular_2,target
There proved to be a lady proposing to irritate Tina.,There neglected to be a lady proposing to irritate Tina.,syntax_semantics,control_raising,existential_there_subject_raising,513,p65,existential_there_subject_raising,target
Carl's father is sure to observe Vincent.,Carl's father is boring to observe Vincent.,syntax_semantics,control_raising,tough_vs_raising_2,660,p65,tough_vs_raising_2,target
Donald is noticing Aaron.,Donald noticing is Aaron.,syntax,s-selection,animate_subject_trans,859,p65,animate_subject_trans,filler
Sonia hides these hard nuclei.,Sonia hides these hard nucleus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,411,p65,determiner_noun_agreement_with_adj_irregular_1,target
What senators had Ellen left and Steven cured?,What had Ellen left senators and Steven cured?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,859,p65,coordinate_structure_constraint_complex_left_branch,target
The known girl wasn't lost.,The knew girl wasn't lost.,morphology,irregular_forms,irregular_past_participle_adjectives,859,p65,irregular_past_participle_adjectives,target
Theresa's employee was certain to prod all children's friend to explain everything.,Theresa's employee was tough to prod all children's friend to explain everything.,syntax_semantics,control_raising,tough_vs_raising_2,513,p65,tough_vs_raising_2,target
Which chairs did Carlos like and every actress break?,Which did Carlos like chairs and every actress break?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,411,p65,coordinate_structure_constraint_complex_left_branch,target
Who weren't Brenda's mothers who are upsetting all students questioning?,Who mothers Brenda's who students all weren't are upsetting questioning?,syntax,island_effects,complex_NP_island,737,p65,complex_NP_island,filler
The known woman is serious.,The knew woman is serious.,morphology,irregular_forms,irregular_past_participle_adjectives,678,p65,irregular_past_participle_adjectives,target
Most pedestrians criticize these bad men.,Most pedestrians criticize these bad man.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,521,p65,determiner_noun_agreement_with_adj_irregular_1,target
That guy wasn't noticing Samuel.,That guy aren't noticing Samuel.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,740,p65,regular_plural_subject_verb_agreement_1,target
Some offspring is likely to admire broccoli.,Some offspring is unpleasant to admire broccoli.,syntax_semantics,control_raising,tough_vs_raising_2,521,p65,tough_vs_raising_2,target
There looked to be a photograph vanishing.,There proposed to be a photograph vanishing.,syntax_semantics,control_raising,existential_there_subject_raising,626,p65,existential_there_subject_raising,target
Irene has imagined herself cleaning many reports.,Irene has imagined herself cleaned many reports.,syntax/semantics,binding,principle_A_case_2,513,p65,principle_A_case_2,target
These peppers aren't taken by the waitress.,These peppers aren't taken by the snakes.,syntax,s-selection,animate_subject_passive,678,p65,animate_subject_passive,target
Which muffins is Sandra finding and Spain taking?,Which is Sandra finding muffins and Spain taking?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,521,p65,coordinate_structure_constraint_complex_left_branch,target
Some museum isn't arrived at by some dancers.,Some museum isn't arrived at by some photograph.,syntax,s-selection,animate_subject_passive,859,p65,animate_subject_passive,target
Some waiters know that some ladies would buy some bicycles.,Some waiters know what some ladies would buy some bicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap,626,p65,wh_vs_that_no_gap,target
Gerald broke those carriages.,Gerald those broke carriages.,morphology,irregular_forms,irregular_past_participle_verbs,737,p66,irregular_past_participle_verbs,filler
What alumni has Scott impressed and Stephen discussed?,What has Scott impressed alumni and Stephen discussed?,syntax,island_effects,coordinate_structure_constraint_complex_left_branch,737,p66,coordinate_structure_constraint_complex_left_branch,target
The broken mirrors were purple.,The broke mirrors were purple.,morphology,irregular_forms,irregular_past_participle_adjectives,626,p66,irregular_past_participle_adjectives,target
The associations forget about themselves firing Carol.,The associations forget about themselves fire Carol.,syntax/semantics,binding,principle_A_case_2,411,p66,principle_A_case_2,target
Theresa's employee was certain to prod all children's friend to explain everything.,Theresa's employee was tough to prod all children's friend to explain everything.,syntax_semantics,control_raising,tough_vs_raising_2,513,p66,tough_vs_raising_2,target
There proved to be a lady proposing to irritate Tina.,There neglected to be a lady proposing to irritate Tina.,syntax_semantics,control_raising,existential_there_subject_raising,513,p66,existential_there_subject_raising,target
Boys think about themselves running around the Great Lakes.,Boys think about themselves ran around the Great Lakes.,syntax/semantics,binding,principle_A_case_2,678,p66,principle_A_case_2,target
Stacy isn't boasting about Russell.,Stacy aren't boasting about Russell.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,859,p66,regular_plural_subject_verb_agreement_1,target
Carrie remembers ladies that Ronald forgets that will scan a lot of pamphlets.,Carrie a that lot forgets that scan remembers will of ladies Ronald pamphlets.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,737,p66,wh_questions_subject_gap_long_distance,filler
Sonia hides these hard nuclei.,Sonia hides these hard nucleus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,411,p66,determiner_noun_agreement_with_adj_irregular_1,target
A waiter brought those purple teeth.,A waiter brought that purple teeth.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,513,p66,determiner_noun_agreement_with_adj_irregular_2,target
Adam wouldn't find out that all fungi disgusted Rhonda.,Adam wouldn't find out who all fungi disgusted Rhonda.,syntax,filler_gap_dependency,wh_vs_that_no_gap,136,p66,wh_vs_that_no_gap,target
There does turn out to be a mouth scaring the committee.,There does bother to be a mouth scaring the committee.,syntax_semantics,control_raising,existential_there_subject_raising,521,p66,existential_there_subject_raising,target
The worn sock isn't smooth.,The wore sock isn't smooth.,morphology,irregular_forms,irregular_past_participle_adjectives,521,p66,irregular_past_participle_adjectives,target
Elizabeth explores all restaurants.,Elizabeth explore all restaurants.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,513,p66,regular_plural_subject_verb_agreement_1,target
A museum forgets about itself listening to this senator.,A museum forgets about itself listens to this senator.,syntax/semantics,binding,principle_A_case_2,740,p66,principle_A_case_2,target
Eva has exited those smooth oases.,Eva has exited that smooth oases.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,136,p66,determiner_noun_agreement_with_adj_irregular_2,target
Kristin leaves Monica.,Kristin leave Monica.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,521,p66,regular_plural_subject_verb_agreement_1,target
